,item,condition,disambPosition,Sentence,Unnamed: 4,Unnamed: 5,Unnamed: 6,Ans,Ans.1,Type,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,disambPosition_0idx,token,word,word_pos,sum_surprisal,sum_surprisal_base2,mean_surprisal,mean_surprisal_base2
9,52,AttachMulti,11,Gerald introduced himself to the niece of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,1.0,,,,,11,the,the,4,1.4244506359100342,2.0550478684185367,1.4244506359100342,2.0550478684185367
9,52,AttachMulti,11,Gerald introduced himself to the niece of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,1.0,,,,,11,niece,niece,5,12.145278930664062,17.521933683482256,12.145278930664062,17.521933683482256
9,52,AttachMulti,11,Gerald introduced himself to the niece of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,1.0,,,,,11,of,of,6,0.29339733719825745,0.42328288338595305,0.29339733719825745,0.42328288338595305
9,52,AttachMulti,11,Gerald introduced himself to the niece of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,1.0,,,,,11,the,the,7,1.8914844989776611,2.7288353065934174,1.8914844989776611,2.7288353065934174
9,52,AttachMulti,11,Gerald introduced himself to the niece of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,1.0,,,,,11,billionaire,billionaire,8,7.7635579109191895,11.200446497737396,7.7635579109191895,11.200446497737396
9,52,AttachMulti,11,Gerald introduced himself to the niece of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,1.0,,,,,11,who,who,9,3.7221126556396484,5.369873469921371,3.7221126556396484,5.369873469921371
9,52,AttachMulti,11,Gerald introduced himself to the niece of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,1.0,,,,,11,sails,sails,10,12.776482582092285,18.432568061188757,12.776482582092285,18.432568061188757
9,52,AttachMulti,11,Gerald introduced himself to the niece of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,1.0,,,,,11,vintage,vintage,11,13.616917610168457,19.64505950838363,13.616917610168457,19.64505950838363
9,52,AttachMulti,11,Gerald introduced himself to the niece of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,1.0,,,,,11,y.ach.ts,yachts,12,7.234908612444997,10.437766776459249,2.411636204148332,3.4792555921530828
9,52,AttachMulti,11,Gerald introduced himself to the niece of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,1.0,,,,,11,around,around,13,2.7694759368896484,3.9955092000120116,2.7694759368896484,3.9955092000120116
9,52,AttachMulti,11,Gerald introduced himself to the niece of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,1.0,,,,,11,the,the,14,0.49358034133911133,0.7120859107302178,0.49358034133911133,0.7120859107302178
9,52,AttachMulti,11,Gerald introduced himself to the niece of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,1.0,,,,,11,Vine.yard..,Vineyard.,15,13.84207721054554,19.969896147256186,4.614025736848514,6.656632049085395
10,52,AttachHigh,11,Gerald introduced himself to the niece of the billionaires who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,1.0,,,11,Gerald,Gerald,0,15.08951187133789,21.76956394621432,15.08951187133789,21.76956394621432
10,52,AttachHigh,11,Gerald introduced himself to the niece of the billionaires who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,1.0,,,11,introduced,introduced,1,14.445394515991211,20.840299031905147,14.445394515991211,20.840299031905147
10,52,AttachHigh,11,Gerald introduced himself to the niece of the billionaires who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,1.0,,,11,himself,himself,2,2.591261386871338,3.738399952486337,2.591261386871338,3.738399952486337
10,52,AttachHigh,11,Gerald introduced himself to the niece of the billionaires who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,1.0,,,11,to,to,3,1.1857675313949585,1.710700937190655,1.1857675313949585,1.710700937190655
10,52,AttachHigh,11,Gerald introduced himself to the niece of the billionaires who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,1.0,,,11,the,the,4,1.4244506359100342,2.0550478684185367,1.4244506359100342,2.0550478684185367
10,52,AttachHigh,11,Gerald introduced himself to the niece of the billionaires who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,1.0,,,11,niece,niece,5,12.145278930664062,17.521933683482256,12.145278930664062,17.521933683482256
10,52,AttachHigh,11,Gerald introduced himself to the niece of the billionaires who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,1.0,,,11,of,of,6,0.29339733719825745,0.42328288338595305,0.29339733719825745,0.42328288338595305
10,52,AttachHigh,11,Gerald introduced himself to the niece of the billionaires who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,1.0,,,11,the,the,7,1.8914844989776611,2.7288353065934174,1.8914844989776611,2.7288353065934174
10,52,AttachHigh,11,Gerald introduced himself to the niece of the billionaires who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,1.0,,,11,billionaires,billionaires,8,13.279708862304688,19.15857012009619,13.279708862304688,19.15857012009619
10,52,AttachHigh,11,Gerald introduced himself to the niece of the billionaires who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,1.0,,,11,who,who,9,1.617972731590271,2.334241236158854,1.617972731590271,2.334241236158854
10,52,AttachHigh,11,Gerald introduced himself to the niece of the billionaires who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,1.0,,,11,sails,sails,10,16.17970848083496,23.342385188329704,16.17970848083496,23.342385188329704
10,52,AttachHigh,11,Gerald introduced himself to the niece of the billionaires who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,1.0,,,11,vintage,vintage,11,13.628561019897461,19.6618573978587,13.628561019897461,19.6618573978587
10,52,AttachHigh,11,Gerald introduced himself to the niece of the billionaires who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,1.0,,,11,y.ach.ts,yachts,12,7.155355324968696,10.322995643130776,2.385118441656232,3.4409985477102585
10,52,AttachHigh,11,Gerald introduced himself to the niece of the billionaires who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,1.0,,,11,around,around,13,2.755880355834961,3.97589492264641,2.755880355834961,3.97589492264641
10,52,AttachHigh,11,Gerald introduced himself to the niece of the billionaires who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,1.0,,,11,the,the,14,0.5683005452156067,0.81988437831705,0.5683005452156067,0.81988437831705
10,52,AttachHigh,11,Gerald introduced himself to the niece of the billionaires who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,1.0,,,11,Vine.yard..,Vineyard.,15,13.476455196738243,19.442415081096563,4.492151732246081,6.480805027032187
11,52,AttachLow,11,Gerald introduced himself to the nieces of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,,,1.0,11,Gerald,Gerald,0,15.08951187133789,21.76956394621432,15.08951187133789,21.76956394621432
11,52,AttachLow,11,Gerald introduced himself to the nieces of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,,,1.0,11,introduced,introduced,1,14.445394515991211,20.840299031905147,14.445394515991211,20.840299031905147
11,52,AttachLow,11,Gerald introduced himself to the nieces of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,,,1.0,11,himself,himself,2,2.591261386871338,3.738399952486337,2.591261386871338,3.738399952486337
11,52,AttachLow,11,Gerald introduced himself to the nieces of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,,,1.0,11,to,to,3,1.1857675313949585,1.710700937190655,1.1857675313949585,1.710700937190655
11,52,AttachLow,11,Gerald introduced himself to the nieces of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,,,1.0,11,the,the,4,1.4244506359100342,2.0550478684185367,1.4244506359100342,2.0550478684185367
11,52,AttachLow,11,Gerald introduced himself to the nieces of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,,,1.0,11,n.ie.ces,nieces,5,12.092351904138923,17.44557612478544,4.030783968046308,5.815192041595147
11,52,AttachLow,11,Gerald introduced himself to the nieces of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,,,1.0,11,of,of,6,3.1848464012145996,4.594762109025365,3.1848464012145996,4.594762109025365
11,52,AttachLow,11,Gerald introduced himself to the nieces of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,,,1.0,11,the,the,7,0.8272297382354736,1.1934402410281932,0.8272297382354736,1.1934402410281932
11,52,AttachLow,11,Gerald introduced himself to the nieces of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,,,1.0,11,billionaire,billionaire,8,12.825864791870117,18.503811530343377,12.825864791870117,18.503811530343377
11,52,AttachLow,11,Gerald introduced himself to the nieces of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,,,1.0,11,who,who,9,5.986073970794678,8.636079232059988,5.986073970794678,8.636079232059988
11,52,AttachLow,11,Gerald introduced himself to the nieces of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,,,1.0,11,sails,sails,10,12.409918785095215,17.903728289091656,12.409918785095215,17.903728289091656
11,52,AttachLow,11,Gerald introduced himself to the nieces of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,,,1.0,11,vintage,vintage,11,13.347434043884277,19.25627690370437,13.347434043884277,19.25627690370437
11,52,AttachLow,11,Gerald introduced himself to the nieces of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,,,1.0,11,y.ach.ts,yachts,12,6.67681759595871,9.632611634609802,2.22560586531957,3.210870544869934
11,52,AttachLow,11,Gerald introduced himself to the nieces of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,,,1.0,11,around,around,13,2.381747007369995,3.4361345961848215,2.381747007369995,3.4361345961848215
11,52,AttachLow,11,Gerald introduced himself to the nieces of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,,,1.0,11,the,the,14,0.5228874683380127,0.7543671575142358,0.5228874683380127,0.7543671575142358
11,52,AttachLow,11,Gerald introduced himself to the nieces of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones,Contemporary ones,1.0,1.0,Non-ambig,,,,,,1.0,11,Vine.yard..,Vineyard.,15,13.668056711554527,19.71883763634883,4.556018903851509,6.572945878782943
12,53,AttachMulti,13,"At the potluck, Marcus chatted with the aunt of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,,,1.0,13,At,At,0,11.11465835571289,16.03506249096207,11.11465835571289,16.03506249096207
12,53,AttachMulti,13,"At the potluck, Marcus chatted with the aunt of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,,,1.0,13,the,the,1,1.618634819984436,2.335196427801746,1.618634819984436,2.335196427801746
12,53,AttachMulti,13,"At the potluck, Marcus chatted with the aunt of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,,,1.0,13,"pot.luck.,","potluck,",2,15.14245319366455,21.845942129393094,5.047484397888184,7.281980709797698
12,53,AttachMulti,13,"At the potluck, Marcus chatted with the aunt of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,,,1.0,13,Marcus,Marcus,3,9.30220890045166,13.420250649994788,9.30220890045166,13.420250649994788
12,53,AttachMulti,13,"At the potluck, Marcus chatted with the aunt of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,,,1.0,13,ch.atted,chatted,4,9.290690004825592,13.40363239639854,4.645345002412796,6.70181619819927
12,53,AttachMulti,13,"At the potluck, Marcus chatted with the aunt of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,,,1.0,13,with,with,5,0.5266295671463013,0.7597658649074702,0.5266295671463013,0.7597658649074702
12,53,AttachMulti,13,"At the potluck, Marcus chatted with the aunt of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,,,1.0,13,the,the,6,2.2709364891052246,3.276268811005901,2.2709364891052246,3.276268811005901
12,53,AttachMulti,13,"At the potluck, Marcus chatted with the aunt of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,,,1.0,13,aunt,aunt,7,8.679880142211914,12.52242003667972,8.679880142211914,12.52242003667972
12,53,AttachMulti,13,"At the potluck, Marcus chatted with the aunt of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,,,1.0,13,of,of,8,0.7191985249519348,1.0375841453628138,0.7191985249519348,1.0375841453628138
12,53,AttachMulti,13,"At the potluck, Marcus chatted with the aunt of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,,,1.0,13,the,the,9,1.660718321800232,2.395910087174636,1.660718321800232,2.395910087174636
12,53,AttachMulti,13,"At the potluck, Marcus chatted with the aunt of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,,,1.0,13,nun,nun,10,7.163945198059082,10.33538821044014,7.163945198059082,10.33538821044014
12,53,AttachMulti,13,"At the potluck, Marcus chatted with the aunt of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,,,1.0,13,who,who,11,0.8190035820007324,1.1815724062227542,0.8190035820007324,1.1815724062227542
12,53,AttachMulti,13,"At the potluck, Marcus chatted with the aunt of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,,,1.0,13,b.akes,bakes,12,13.897043228149414,20.04919534827071,6.948521614074707,10.024597674135356
12,53,AttachMulti,13,"At the potluck, Marcus chatted with the aunt of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,,,1.0,13,sugar,sugar,13,7.428382873535156,10.716891133473679,7.428382873535156,10.716891133473679
12,53,AttachMulti,13,"At the potluck, Marcus chatted with the aunt of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,,,1.0,13,cookies,cookies,14,1.197360634803772,1.727426249987063,1.197360634803772,1.727426249987063
12,53,AttachMulti,13,"At the potluck, Marcus chatted with the aunt of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,,,1.0,13,with,with,15,3.5269947052001953,5.0883777704339535,3.5269947052001953,5.0883777704339535
12,53,AttachMulti,13,"At the potluck, Marcus chatted with the aunt of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,,,1.0,13,cute,cute,16,11.363306999206543,16.39378665585413,11.363306999206543,16.39378665585413
12,53,AttachMulti,13,"At the potluck, Marcus chatted with the aunt of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,,,1.0,13,designs..,designs.,17,9.798162758350372,14.135760821295008,4.899081379175186,7.067880410647504
13,53,AttachHigh,13,"At the potluck, Marcus chatted with the aunt of the nuns who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,1.0,,,,,13,At,At,0,11.11465835571289,16.03506249096207,11.11465835571289,16.03506249096207
13,53,AttachHigh,13,"At the potluck, Marcus chatted with the aunt of the nuns who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,1.0,,,,,13,the,the,1,1.618634819984436,2.335196427801746,1.618634819984436,2.335196427801746
13,53,AttachHigh,13,"At the potluck, Marcus chatted with the aunt of the nuns who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,1.0,,,,,13,"pot.luck.,","potluck,",2,15.14245319366455,21.845942129393094,5.047484397888184,7.281980709797698
13,53,AttachHigh,13,"At the potluck, Marcus chatted with the aunt of the nuns who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,1.0,,,,,13,Marcus,Marcus,3,9.30220890045166,13.420250649994788,9.30220890045166,13.420250649994788
13,53,AttachHigh,13,"At the potluck, Marcus chatted with the aunt of the nuns who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,1.0,,,,,13,ch.atted,chatted,4,9.290690004825592,13.40363239639854,4.645345002412796,6.70181619819927
13,53,AttachHigh,13,"At the potluck, Marcus chatted with the aunt of the nuns who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,1.0,,,,,13,with,with,5,0.5266295671463013,0.7597658649074702,0.5266295671463013,0.7597658649074702
13,53,AttachHigh,13,"At the potluck, Marcus chatted with the aunt of the nuns who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,1.0,,,,,13,the,the,6,2.2709364891052246,3.276268811005901,2.2709364891052246,3.276268811005901
13,53,AttachHigh,13,"At the potluck, Marcus chatted with the aunt of the nuns who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,1.0,,,,,13,aunt,aunt,7,8.679880142211914,12.52242003667972,8.679880142211914,12.52242003667972
13,53,AttachHigh,13,"At the potluck, Marcus chatted with the aunt of the nuns who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,1.0,,,,,13,of,of,8,0.7191985249519348,1.0375841453628138,0.7191985249519348,1.0375841453628138
13,53,AttachHigh,13,"At the potluck, Marcus chatted with the aunt of the nuns who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,1.0,,,,,13,the,the,9,1.660718321800232,2.395910087174636,1.660718321800232,2.395910087174636
13,53,AttachHigh,13,"At the potluck, Marcus chatted with the aunt of the nuns who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,1.0,,,,,13,nuns,nuns,10,9.777661323547363,14.1061835029736,9.777661323547363,14.1061835029736
13,53,AttachHigh,13,"At the potluck, Marcus chatted with the aunt of the nuns who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,1.0,,,,,13,who,who,11,1.139221429824829,1.6435491072827153,1.139221429824829,1.6435491072827153
13,53,AttachHigh,13,"At the potluck, Marcus chatted with the aunt of the nuns who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,1.0,,,,,13,b.akes,bakes,12,15.300092220306396,22.07336717137985,7.650046110153198,11.036683585689925
13,53,AttachHigh,13,"At the potluck, Marcus chatted with the aunt of the nuns who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,1.0,,,,,13,sugar,sugar,13,7.23988676071167,10.444948726276388,7.23988676071167,10.444948726276388
13,53,AttachHigh,13,"At the potluck, Marcus chatted with the aunt of the nuns who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,1.0,,,,,13,cookies,cookies,14,1.1640112400054932,1.679313243494938,1.1640112400054932,1.679313243494938
13,53,AttachHigh,13,"At the potluck, Marcus chatted with the aunt of the nuns who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,1.0,,,,,13,with,with,15,3.6196706295013428,5.22208086683302,3.6196706295013428,5.22208086683302
13,53,AttachHigh,13,"At the potluck, Marcus chatted with the aunt of the nuns who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,1.0,,,,,13,cute,cute,16,11.178436279296875,16.127074585034876,11.178436279296875,16.127074585034876
13,53,AttachHigh,13,"At the potluck, Marcus chatted with the aunt of the nuns who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,1.0,,,,,13,designs..,designs.,17,9.57582801580429,13.814999590806455,4.787914007902145,6.907499795403227
14,53,AttachLow,13,"At the potluck, Marcus chatted with the aunts of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,1.0,,,13,At,At,0,11.11465835571289,16.03506249096207,11.11465835571289,16.03506249096207
14,53,AttachLow,13,"At the potluck, Marcus chatted with the aunts of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,1.0,,,13,the,the,1,1.618634819984436,2.335196427801746,1.618634819984436,2.335196427801746
14,53,AttachLow,13,"At the potluck, Marcus chatted with the aunts of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,1.0,,,13,"pot.luck.,","potluck,",2,15.14245319366455,21.845942129393094,5.047484397888184,7.281980709797698
14,53,AttachLow,13,"At the potluck, Marcus chatted with the aunts of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,1.0,,,13,Marcus,Marcus,3,9.30220890045166,13.420250649994788,9.30220890045166,13.420250649994788
14,53,AttachLow,13,"At the potluck, Marcus chatted with the aunts of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,1.0,,,13,ch.atted,chatted,4,9.290690004825592,13.40363239639854,4.645345002412796,6.70181619819927
14,53,AttachLow,13,"At the potluck, Marcus chatted with the aunts of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,1.0,,,13,with,with,5,0.5266295671463013,0.7597658649074702,0.5266295671463013,0.7597658649074702
14,53,AttachLow,13,"At the potluck, Marcus chatted with the aunts of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,1.0,,,13,the,the,6,2.2709364891052246,3.276268811005901,2.2709364891052246,3.276268811005901
14,53,AttachLow,13,"At the potluck, Marcus chatted with the aunts of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,1.0,,,13,a.unts,aunts,7,9.153680801391602,13.205969898048176,4.576840400695801,6.602984949024088
14,53,AttachLow,13,"At the potluck, Marcus chatted with the aunts of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,1.0,,,13,of,of,8,3.7285757064819336,5.379197681320549,3.7285757064819336,5.379197681320549
14,53,AttachLow,13,"At the potluck, Marcus chatted with the aunts of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,1.0,,,13,the,the,9,1.1222280263900757,1.619032808419571,1.1222280263900757,1.619032808419571
14,53,AttachLow,13,"At the potluck, Marcus chatted with the aunts of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,1.0,,,13,nun,nun,10,9.335251808166504,13.467921489091545,9.335251808166504,13.467921489091545
14,53,AttachLow,13,"At the potluck, Marcus chatted with the aunts of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,1.0,,,13,who,who,11,1.990532398223877,2.8717312196464024,1.990532398223877,2.8717312196464024
14,53,AttachLow,13,"At the potluck, Marcus chatted with the aunts of the nun who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies,Sugar cookies,0.0,0.0,Non-ambig,,,,1.0,,,13,b.akes,bakes,12,13.482562065124512,19.451225429832796,6.741281032562256,9.725612714916398
