,item,condition,disambPositionAmb,disambPositionUnamb,ambiguity,Sentence,disambPosition_0idx,token,word,word_pos,sum_surprisal,sum_surprisal_base2,mean_surprisal,mean_surprisal_base2
49,17,NPZ_UAMB,8,8,ambiguous,Before the yoga instructor left the position demanded immense physical effort from everyone.,7,immense,immense,8,11.73151969909668,16.925005291977964,11.73151969909668,16.925005291977964
49,17,NPZ_UAMB,8,8,ambiguous,Before the yoga instructor left the position demanded immense physical effort from everyone.,7,physical,physical,9,4.0456085205078125,5.836579349914757,4.0456085205078125,5.836579349914757
50,17,MVRR_UAMB,7,9,ambiguous,The yoga instructor offered the position demanded immense physical effort from everyone.,6,demanded,demanded,6,14.49963092803955,20.9185456346029,14.49963092803955,20.9185456346029
50,17,MVRR_UAMB,7,9,ambiguous,The yoga instructor offered the position demanded immense physical effort from everyone.,6,immense,immense,7,13.776457786560059,19.875227329686343,13.776457786560059,19.875227329686343
50,17,MVRR_UAMB,7,9,ambiguous,The yoga instructor offered the position demanded immense physical effort from everyone.,6,physical,physical,8,4.756371021270752,6.8619928850152885,4.756371021270752,6.8619928850152885
51,18,NPS_UAMB,6,7,ambiguous,The governor noticed the contract received sweeping support across the entire state.,5,received,received,5,7.620047092437744,10.993404151600298,7.620047092437744,10.993404151600298
51,18,NPS_UAMB,6,7,ambiguous,The governor noticed the contract received sweeping support across the entire state.,5,sweeping,sweeping,6,11.66025447845459,16.822191311569764,11.66025447845459,16.822191311569764
51,18,NPS_UAMB,6,7,ambiguous,The governor noticed the contract received sweeping support across the entire state.,5,support,support,7,5.076591491699219,7.323973369693569,5.076591491699219,7.323973369693569
52,18,NPZ_UAMB,7,7,ambiguous,While the governor read the contract received sweeping support from the audience at the rally.,6,received,received,6,8.621683120727539,12.438459482389703,8.621683120727539,12.438459482389703
52,18,NPZ_UAMB,7,7,ambiguous,While the governor read the contract received sweeping support from the audience at the rally.,6,sweeping,sweeping,7,15.786148071289062,22.774597537187606,15.786148071289062,22.774597537187606
52,18,NPZ_UAMB,7,7,ambiguous,While the governor read the contract received sweeping support from the audience at the rally.,6,support,support,8,3.9860246181488037,5.750617949464603,3.9860246181488037,5.750617949464603
53,18,MVRR_UAMB,6,8,ambiguous,The governor awarded the contract received sweeping support across the entire state.,5,received,received,5,11.064059257507324,15.962063422907443,11.064059257507324,15.962063422907443
53,18,MVRR_UAMB,6,8,ambiguous,The governor awarded the contract received sweeping support across the entire state.,5,sweeping,sweeping,6,14.378134727478027,20.743263668565938,14.378134727478027,20.743263668565938
53,18,MVRR_UAMB,6,8,ambiguous,The governor awarded the contract received sweeping support across the entire state.,5,support,support,7,3.3121957778930664,4.77848842321969,3.3121957778930664,4.77848842321969
54,19,NPS_UAMB,6,7,ambiguous,The patient reported the treatment continued causing uncomfortable side effects like nausea.,5,continued,continued,5,7.5819268226623535,10.938408227437993,7.5819268226623535,10.938408227437993
54,19,NPS_UAMB,6,7,ambiguous,The patient reported the treatment continued causing uncomfortable side effects like nausea.,5,causing,causing,6,9.286721229553223,13.397906663994691,9.286721229553223,13.397906663994691
54,19,NPS_UAMB,6,7,ambiguous,The patient reported the treatment continued causing uncomfortable side effects like nausea.,5,uncomfortable,uncomfortable,7,7.941215515136719,11.45675224231824,7.941215515136719,11.45675224231824
55,19,NPZ_UAMB,7,7,ambiguous,Before the patient called the treatment continued causing uncomfortable side effects like nausea.,6,continued,continued,6,11.673945426940918,16.841943175056056,11.673945426940918,16.841943175056056
55,19,NPZ_UAMB,7,7,ambiguous,Before the patient called the treatment continued causing uncomfortable side effects like nausea.,6,causing,causing,7,9.10131549835205,13.130422735038369,9.10131549835205,13.130422735038369
55,19,NPZ_UAMB,7,7,ambiguous,Before the patient called the treatment continued causing uncomfortable side effects like nausea.,6,uncomfortable,uncomfortable,8,7.805619239807129,11.261128168337226,7.805619239807129,11.261128168337226
56,19,MVRR_UAMB,6,8,ambiguous,The patient refused the treatment continued causing uncomfortable scenes in the ER.,5,continued,continued,5,11.268030166625977,16.256331241978536,11.268030166625977,16.256331241978536
56,19,MVRR_UAMB,6,8,ambiguous,The patient refused the treatment continued causing uncomfortable scenes in the ER.,5,causing,causing,6,8.060758590698242,11.629216444603465,8.060758590698242,11.629216444603465
56,19,MVRR_UAMB,6,8,ambiguous,The patient refused the treatment continued causing uncomfortable scenes in the ER.,5,uncomfortable,uncomfortable,7,8.280171394348145,11.945762208336722,8.280171394348145,11.945762208336722
57,20,NPS_UAMB,6,7,ambiguous,The operator observed the machine started working efficiently all of a sudden.,5,started,started,5,7.239352226257324,10.444177556069919,7.239352226257324,10.444177556069919
57,20,NPS_UAMB,6,7,ambiguous,The operator observed the machine started working efficiently all of a sudden.,5,working,working,6,4.561981201171875,6.581547655559341,4.561981201171875,6.581547655559341
57,20,NPS_UAMB,6,7,ambiguous,The operator observed the machine started working efficiently all of a sudden.,5,efficiently,efficiently,7,8.20766830444336,11.841162360081961,8.20766830444336,11.841162360081961
58,20,NPZ_UAMB,7,7,ambiguous,Once the operator stopped the machine started working efficiently without any supervision.,6,started,started,6,9.264409065246582,13.365717015198001,9.264409065246582,13.365717015198001
58,20,NPZ_UAMB,7,7,ambiguous,Once the operator stopped the machine started working efficiently without any supervision.,6,working,working,7,3.8767614364624023,5.592984499093882,3.8767614364624023,5.592984499093882
58,20,NPZ_UAMB,7,7,ambiguous,Once the operator stopped the machine started working efficiently without any supervision.,6,efficiently,efficiently,8,8.62074089050293,12.437100131517283,8.62074089050293,12.437100131517283
59,20,MVRR_UAMB,6,8,ambiguous,The operator brought the machine started working efficiently with the added automation.,5,started,started,5,9.775148391723633,14.102558108693412,9.775148391723633,14.102558108693412
59,20,MVRR_UAMB,6,8,ambiguous,The operator brought the machine started working efficiently with the added automation.,5,working,working,6,3.8873536586761475,5.608265845553646,3.8873536586761475,5.608265845553646
59,20,MVRR_UAMB,6,8,ambiguous,The operator brought the machine started working efficiently with the added automation.,5,efficiently,efficiently,7,8.18702220916748,11.81137634081373,8.18702220916748,11.81137634081373
60,21,NPS_UAMB,6,7,ambiguous,The dancer knew the ballet achieved incredible success for a small local production.,5,achieved,achieved,5,12.048026084899902,17.381627485185962,12.048026084899902,17.381627485185962
60,21,NPS_UAMB,6,7,ambiguous,The dancer knew the ballet achieved incredible success for a small local production.,5,incredible,incredible,6,6.977263450622559,10.066063379188982,6.977263450622559,10.066063379188982
60,21,NPS_UAMB,6,7,ambiguous,The dancer knew the ballet achieved incredible success for a small local production.,5,success,success,7,1.2414673566818237,1.791058798910397,1.2414673566818237,1.791058798910397
61,21,NPZ_UAMB,7,7,ambiguous,Once the dancer began the ballet achieved incredible success for a show with a new performer.,6,achieved,achieved,6,14.27928352355957,20.600651526886878,14.27928352355957,20.600651526886878
61,21,NPZ_UAMB,7,7,ambiguous,Once the dancer began the ballet achieved incredible success for a show with a new performer.,6,incredible,incredible,7,5.413822174072266,7.810494402788764,5.413822174072266,7.810494402788764
61,21,NPZ_UAMB,7,7,ambiguous,Once the dancer began the ballet achieved incredible success for a show with a new performer.,6,success,success,8,2.194307804107666,3.165716987170081,2.194307804107666,3.165716987170081
62,21,MVRR_UAMB,6,8,ambiguous,The dancer assigned the ballet achieved incredible success for a new performer.,5,achieved,achieved,5,12.75143814086914,18.396436570034293,12.75143814086914,18.396436570034293
62,21,MVRR_UAMB,6,8,ambiguous,The dancer assigned the ballet achieved incredible success for a new performer.,5,incredible,incredible,6,6.175851821899414,8.909870796719355,6.175851821899414,8.909870796719355
62,21,MVRR_UAMB,6,8,ambiguous,The dancer assigned the ballet achieved incredible success for a new performer.,5,success,success,7,1.1402812004089355,1.6450780330488857,1.1402812004089355,1.6450780330488857
63,22,NPS_UAMB,6,7,ambiguous,The contestant revealed the money became unavailable to him when the show's budget shrank.,5,became,became,5,8.457103729248047,12.201021610469716,8.457103729248047,12.201021610469716
63,22,NPS_UAMB,6,7,ambiguous,The contestant revealed the money became unavailable to him when the show's budget shrank.,5,unavailable,unavailable,6,6.826351642608643,9.848343662155719,6.826351642608643,9.848343662155719
63,22,NPS_UAMB,6,7,ambiguous,The contestant revealed the money became unavailable to him when the show's budget shrank.,5,to,to,7,2.4951584339141846,3.5997526988402666,2.4951584339141846,3.5997526988402666
64,22,NPZ_UAMB,7,7,ambiguous,After the contestant lost the money became unavailable despite his previous three wins in a row.,6,became,became,6,11.998037338256836,17.309508968303756,11.998037338256836,17.309508968303756
64,22,NPZ_UAMB,7,7,ambiguous,After the contestant lost the money became unavailable despite his previous three wins in a row.,6,unavailable,unavailable,7,6.269818305969238,9.045435777296662,6.269818305969238,9.045435777296662
64,22,NPZ_UAMB,7,7,ambiguous,After the contestant lost the money became unavailable despite his previous three wins in a row.,6,despite,despite,8,8.176182746887207,11.795738302336076,8.176182746887207,11.795738302336076
65,22,MVRR_UAMB,6,8,ambiguous,The contestant paid the money became unavailable and suddenly terminated his contract.,5,became,became,5,12.659595489501953,18.263935632364756,12.659595489501953,18.263935632364756
65,22,MVRR_UAMB,6,8,ambiguous,The contestant paid the money became unavailable and suddenly terminated his contract.,5,unavailable,unavailable,6,5.971513748168945,8.615073271083604,5.971513748168945,8.615073271083604
65,22,MVRR_UAMB,6,8,ambiguous,The contestant paid the money became unavailable and suddenly terminated his contract.,5,and,and,7,3.027981996536255,4.3684546103039175,3.027981996536255,4.3684546103039175
66,23,NPS_UAMB,7,8,ambiguous,The new chef claimed the restaurant separated mediocre cooks from gifted ones.,6,separated,separated,6,12.3394775390625,17.80210305276622,12.3394775390625,17.80210305276622
66,23,NPS_UAMB,7,8,ambiguous,The new chef claimed the restaurant separated mediocre cooks from gifted ones.,6,mediocre,mediocre,7,12.396245956420898,17.884002566968295,12.396245956420898,17.884002566968295
66,23,NPS_UAMB,7,8,ambiguous,The new chef claimed the restaurant separated mediocre cooks from gifted ones.,6,cooks,cooks,8,5.573876857757568,8.041404501212602,5.573876857757568,8.041404501212602
67,23,NPZ_UAMB,8,8,ambiguous,Once the new chef started the restaurant separated mediocre cooks from gifted ones.,7,separated,separated,7,13.229533195495605,19.086181934417432,13.229533195495605,19.086181934417432
67,23,NPZ_UAMB,8,8,ambiguous,Once the new chef started the restaurant separated mediocre cooks from gifted ones.,7,mediocre,mediocre,8,13.937671661376953,20.10780978740717,13.937671661376953,20.10780978740717
67,23,NPZ_UAMB,8,8,ambiguous,Once the new chef started the restaurant separated mediocre cooks from gifted ones.,7,cooks,cooks,9,6.993020057678223,10.088795358049426,6.993020057678223,10.088795358049426
68,23,MVRR_UAMB,7,9,ambiguous,The new chef offered the restaurant separated mediocre cooks from gifted ones.,6,separated,separated,6,14.625815391540527,21.100591334332993,14.625815391540527,21.100591334332993
68,23,MVRR_UAMB,7,9,ambiguous,The new chef offered the restaurant separated mediocre cooks from gifted ones.,6,mediocre,mediocre,7,12.813175201416016,18.48550432112433,12.813175201416016,18.48550432112433
68,23,MVRR_UAMB,7,9,ambiguous,The new chef offered the restaurant separated mediocre cooks from gifted ones.,6,cooks,cooks,8,9.874256134033203,14.24554035703713,9.874256134033203,14.24554035703713
69,24,NPS_UAMB,7,8,ambiguous,The apprentice baker discovered the oven produced smaller cakes because it heated too fast.,6,produced,produced,6,9.9165620803833,14.306574936036531,9.9165620803833,14.306574936036531
69,24,NPS_UAMB,7,8,ambiguous,The apprentice baker discovered the oven produced smaller cakes because it heated too fast.,6,smaller,smaller,7,8.257784843444824,11.913465242365893,8.257784843444824,11.913465242365893
69,24,NPS_UAMB,7,8,ambiguous,The apprentice baker discovered the oven produced smaller cakes because it heated too fast.,6,cakes,cakes,8,2.875676155090332,4.148723728151464,2.875676155090332,4.148723728151464
70,24,NPZ_UAMB,8,8,ambiguous,When the apprentice baker worked the oven produced smaller cakes because he lacked experience.,7,produced,produced,7,12.576743125915527,18.14440493829269,12.576743125915527,18.14440493829269
70,24,NPZ_UAMB,8,8,ambiguous,When the apprentice baker worked the oven produced smaller cakes because he lacked experience.,7,smaller,smaller,8,8.27198600769043,11.933953191597878,8.27198600769043,11.933953191597878
70,24,NPZ_UAMB,8,8,ambiguous,When the apprentice baker worked the oven produced smaller cakes because he lacked experience.,7,cakes,cakes,9,2.2274084091186523,3.213471065869855,2.2274084091186523,3.213471065869855
71,24,MVRR_UAMB,7,9,ambiguous,The apprentice baker assigned the oven produced smaller cakes because he lacked experience.,6,produced,produced,6,10.991750717163086,15.857744250338891,10.991750717163086,15.857744250338891
71,24,MVRR_UAMB,7,9,ambiguous,The apprentice baker assigned the oven produced smaller cakes because he lacked experience.,6,smaller,smaller,7,8.836732864379883,12.748710681101382,8.836732864379883,12.748710681101382
71,24,MVRR_UAMB,7,9,ambiguous,The apprentice baker assigned the oven produced smaller cakes because he lacked experience.,6,cakes,cakes,8,2.6420838832855225,3.8117213160286783,2.6420838832855225,3.8117213160286783
72,1,NPS_UAMB,6,7,unambiguous,The suspect showed that the file deserved further investigation during the murder trial.,6,deserved,deserved,6,11.755837440490723,16.96008837689277,11.755837440490723,16.96008837689277
72,1,NPS_UAMB,6,7,unambiguous,The suspect showed that the file deserved further investigation during the murder trial.,6,further,further,7,5.881868839263916,8.485743005565375,5.881868839263916,8.485743005565375
72,1,NPS_UAMB,6,7,unambiguous,The suspect showed that the file deserved further investigation during the murder trial.,6,investigation,investigation,8,0.3877256512641907,0.5593698743042915,0.3877256512641907,0.5593698743042915
73,1,NPZ_UAMB,7,7,unambiguous,"Because the suspect changed, the file deserved further investigation during the jury discussions.",6,deserved,deserved,6,11.94864559173584,17.23825174053707,11.94864559173584,17.23825174053707
73,1,NPZ_UAMB,7,7,unambiguous,"Because the suspect changed, the file deserved further investigation during the jury discussions.",6,further,further,7,6.09071159362793,8.78703941161193,6.09071159362793,8.78703941161193
73,1,NPZ_UAMB,7,7,unambiguous,"Because the suspect changed, the file deserved further investigation during the jury discussions.",6,investigation,investigation,8,0.7223917841911316,1.042191044631476,0.7223917841911316,1.042191044631476
74,1,MVRR_UAMB,6,8,unambiguous,The suspect who was sent the file deserved further investigation given the new evidence.,7,deserved,deserved,7,11.437789916992188,16.501242791974416,11.437789916992188,16.501242791974416
74,1,MVRR_UAMB,6,8,unambiguous,The suspect who was sent the file deserved further investigation given the new evidence.,7,further,further,8,7.845785617828369,11.31907600271894,7.845785617828369,11.31907600271894
74,1,MVRR_UAMB,6,8,unambiguous,The suspect who was sent the file deserved further investigation given the new evidence.,7,investigation,investigation,9,1.1811155080795288,1.7039894862233846,1.1811155080795288,1.7039894862233846
75,2,NPS_UAMB,7,8,unambiguous,The corrupt politician mentioned that the bill received unwelcome attention from southern voters.,7,received,received,7,7.434279441833496,10.725398083315955,7.434279441833496,10.725398083315955
75,2,NPS_UAMB,7,8,unambiguous,The corrupt politician mentioned that the bill received unwelcome attention from southern voters.,7,unwelcome,unwelcome,8,11.621006965637207,16.7655691194609,11.621006965637207,16.7655691194609
75,2,NPS_UAMB,7,8,unambiguous,The corrupt politician mentioned that the bill received unwelcome attention from southern voters.,7,attention,attention,9,0.5591754913330078,0.80671970833278,0.5591754913330078,0.80671970833278
76,2,NPZ_UAMB,8,8,unambiguous,"After the corrupt politician signed, the bill received unwelcome attention from southern voters.",7,received,received,7,5.617456436157227,8.104276542853821,5.617456436157227,8.104276542853821
76,2,NPZ_UAMB,8,8,unambiguous,"After the corrupt politician signed, the bill received unwelcome attention from southern voters.",7,unwelcome,unwelcome,8,11.046061515808105,15.93609817021078,11.046061515808105,15.93609817021078
76,2,NPZ_UAMB,8,8,unambiguous,"After the corrupt politician signed, the bill received unwelcome attention from southern voters.",7,attention,attention,9,1.0822103023529053,1.5612994364034822,1.0822103023529053,1.5612994364034822
77,2,MVRR_UAMB,7,9,unambiguous,The corrupt politician who was handed the bill received unwelcome attention from southern voters.,8,received,received,8,8.209699630737305,11.844092944452663,8.209699630737305,11.844092944452663
77,2,MVRR_UAMB,7,9,unambiguous,The corrupt politician who was handed the bill received unwelcome attention from southern voters.,8,unwelcome,unwelcome,9,10.038939476013184,14.48312819782867,10.038939476013184,14.48312819782867
77,2,MVRR_UAMB,7,9,unambiguous,The corrupt politician who was handed the bill received unwelcome attention from southern voters.,8,attention,attention,10,2.4434077739715576,3.5250922783783074,2.4434077739715576,3.5250922783783074
78,3,NPS_UAMB,6,7,unambiguous,The woman maintained that the mail disappeared mysteriously from her front porch.,6,disappeared,disappeared,6,8.136378288269043,11.738312607282381,8.136378288269043,11.738312607282381
78,3,NPS_UAMB,6,7,unambiguous,The woman maintained that the mail disappeared mysteriously from her front porch.,6,mysteriously,mysteriously,7,7.762258529663086,11.198571886842991,7.762258529663086,11.198571886842991
78,3,NPS_UAMB,6,7,unambiguous,The woman maintained that the mail disappeared mysteriously from her front porch.,6,from,from,8,1.9883536100387573,2.868587892736583,1.9883536100387573,2.868587892736583
79,3,NPZ_UAMB,7,7,unambiguous,"After the woman moved, the mail disappeared mysteriously from the delivery system.",6,disappeared,disappeared,6,6.672611236572266,9.626543140782783,6.672611236572266,9.626543140782783
79,3,NPZ_UAMB,7,7,unambiguous,"After the woman moved, the mail disappeared mysteriously from the delivery system.",6,mysteriously,mysteriously,7,7.698864936828613,11.107114264836563,7.698864936828613,11.107114264836563
79,3,NPZ_UAMB,7,7,unambiguous,"After the woman moved, the mail disappeared mysteriously from the delivery system.",6,from,from,8,2.24257755279541,3.2353555142268458,2.24257755279541,3.2353555142268458
80,3,MVRR_UAMB,6,8,unambiguous,The woman who was brought the mail disappeared mysteriously after reading the bad news in it.,7,disappeared,disappeared,7,9.259243965148926,13.358265350901418,9.259243965148926,13.358265350901418
80,3,MVRR_UAMB,6,8,unambiguous,The woman who was brought the mail disappeared mysteriously after reading the bad news in it.,7,mysteriously,mysteriously,8,7.285430908203125,10.510655042003826,7.285430908203125,10.510655042003826
80,3,MVRR_UAMB,6,8,unambiguous,The woman who was brought the mail disappeared mysteriously after reading the bad news in it.,7,after,after,9,3.0656614303588867,4.422814542623332,3.0656614303588867,4.422814542623332
81,4,NPS_UAMB,6,7,unambiguous,The boy found that the chicken stayed surprisingly happy in the new barn.,6,stayed,stayed,6,8.277169227600098,11.941430997257394,8.277169227600098,11.941430997257394
81,4,NPS_UAMB,6,7,unambiguous,The boy found that the chicken stayed surprisingly happy in the new barn.,6,surprisingly,surprisingly,7,9.606488227844238,13.859232926669089,9.606488227844238,13.859232926669089
81,4,NPS_UAMB,6,7,unambiguous,The boy found that the chicken stayed surprisingly happy in the new barn.,6,happy,happy,8,4.573248863220215,6.597803455718894,4.573248863220215,6.597803455718894
82,4,NPZ_UAMB,7,7,unambiguous,"Although the boy attacked, the chicken stayed surprisingly happy as if nothing happened.",6,stayed,stayed,6,5.4493608474731445,7.861765870663985,5.4493608474731445,7.861765870663985
82,4,NPZ_UAMB,7,7,unambiguous,"Although the boy attacked, the chicken stayed surprisingly happy as if nothing happened.",6,surprisingly,surprisingly,7,10.392912864685059,14.993803850272245,10.392912864685059,14.993803850272245
82,4,NPZ_UAMB,7,7,unambiguous,"Although the boy attacked, the chicken stayed surprisingly happy as if nothing happened.",6,happy,happy,8,5.085622787475586,7.337002775322935,5.085622787475586,7.337002775322935
83,4,MVRR_UAMB,6,8,unambiguous,The boy who was fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,7,stayed,stayed,7,9.949110984802246,14.353533079028113,9.949110984802246,14.353533079028113
83,4,MVRR_UAMB,6,8,unambiguous,The boy who was fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,7,surprisingly,surprisingly,8,10.354788780212402,14.938802422665113,10.354788780212402,14.938802422665113
83,4,MVRR_UAMB,6,8,unambiguous,The boy who was fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,7,happy,happy,9,3.5226387977600098,5.082093524371427,3.5226387977600098,5.082093524371427
84,5,NPS_UAMB,7,8,unambiguous,The new doctor demonstrated that the operation appeared increasingly likely to succeed.,7,appeared,appeared,7,6.681606292724609,9.639520263686286,6.681606292724609,9.639520263686286
84,5,NPS_UAMB,7,8,unambiguous,The new doctor demonstrated that the operation appeared increasingly likely to succeed.,7,increasingly,increasingly,8,9.718522071838379,14.020863597811164,9.718522071838379,14.020863597811164
84,5,NPS_UAMB,7,8,unambiguous,The new doctor demonstrated that the operation appeared increasingly likely to succeed.,7,likely,likely,9,3.747981071472168,5.4071937051586,3.747981071472168,5.4071937051586
85,5,NPZ_UAMB,8,8,unambiguous,"After the new doctor left, the operation appeared increasingly likely to succeed.",7,appeared,appeared,7,6.303109169006348,9.093464340307213,6.303109169006348,9.093464340307213
85,5,NPZ_UAMB,8,8,unambiguous,"After the new doctor left, the operation appeared increasingly likely to succeed.",7,increasingly,increasingly,8,7.99488639831543,11.534182959320297,7.99488639831543,11.534182959320297
85,5,NPZ_UAMB,8,8,unambiguous,"After the new doctor left, the operation appeared increasingly likely to succeed.",7,likely,likely,9,3.9112701416015625,5.642770036865648,3.9112701416015625,5.642770036865648
86,5,MVRR_UAMB,7,9,unambiguous,The new doctor who was offered the operation appeared increasingly likely to succeed in her career.,8,appeared,appeared,8,6.441234588623047,9.292737198208933,6.441234588623047,9.292737198208933
86,5,MVRR_UAMB,7,9,unambiguous,The new doctor who was offered the operation appeared increasingly likely to succeed in her career.,8,increasingly,increasingly,9,8.917616844177246,12.865401597642402,8.917616844177246,12.865401597642402
86,5,MVRR_UAMB,7,9,unambiguous,The new doctor who was offered the operation appeared increasingly likely to succeed in her career.,8,likely,likely,10,6.587035179138184,9.503082987103802,6.587035179138184,9.503082987103802
87,6,NPS_UAMB,6,7,unambiguous,The professor noticed that the grant gained more attention from marine biologists.,6,gained,gained,6,11.669897079467773,16.836102644232756,11.669897079467773,16.836102644232756
87,6,NPS_UAMB,6,7,unambiguous,The professor noticed that the grant gained more attention from marine biologists.,6,more,more,7,2.353839635848999,3.3958727696872346,2.353839635848999,3.3958727696872346
87,6,NPS_UAMB,6,7,unambiguous,The professor noticed that the grant gained more attention from marine biologists.,6,attention,attention,8,2.264327049255371,3.2667334049114634,2.264327049255371,3.2667334049114634
88,6,NPZ_UAMB,7,7,unambiguous,"After the professor read, the grant gained more attention due to her excellent description.",6,gained,gained,6,11.884475708007812,17.145674167508226,11.884475708007812,17.145674167508226
88,6,NPZ_UAMB,7,7,unambiguous,"After the professor read, the grant gained more attention due to her excellent description.",6,more,more,7,3.0211002826690674,4.358526395834909,3.0211002826690674,4.358526395834909
88,6,NPZ_UAMB,7,7,unambiguous,"After the professor read, the grant gained more attention due to her excellent description.",6,attention,attention,8,2.5006985664367676,3.6077454205564647,2.5006985664367676,3.6077454205564647
89,6,MVRR_UAMB,6,8,unambiguous,The professor who was awarded the grant gained more attention from marine biologists.,7,gained,gained,7,9.707763671875,14.005342507536097,9.707763671875,14.005342507536097
89,6,MVRR_UAMB,6,8,unambiguous,The professor who was awarded the grant gained more attention from marine biologists.,7,more,more,8,3.927083969116211,5.665584567398505,3.927083969116211,5.665584567398505
89,6,MVRR_UAMB,6,8,unambiguous,The professor who was awarded the grant gained more attention from marine biologists.,7,attention,attention,9,3.532888412475586,5.096880592692611,3.532888412475586,5.096880592692611
90,7,NPS_UAMB,6,7,unambiguous,The technician reported that the service stopped working almost immediately after the storm started.,6,stopped,stopped,6,5.67888069152832,8.192893011467994,5.67888069152832,8.192893011467994
90,7,NPS_UAMB,6,7,unambiguous,The technician reported that the service stopped working almost immediately after the storm started.,6,working,working,7,1.9711662530899048,2.843791778100485,1.9711662530899048,2.843791778100485
90,7,NPS_UAMB,6,7,unambiguous,The technician reported that the service stopped working almost immediately after the storm started.,6,almost,almost,8,7.262132167816162,10.477042064788595,7.262132167816162,10.477042064788595
91,7,NPZ_UAMB,7,7,unambiguous,"After the technician called, the service stopped working almost immediately to his surprise.",6,stopped,stopped,6,5.547137260437012,8.002827416762868,5.547137260437012,8.002827416762868
91,7,NPZ_UAMB,7,7,unambiguous,"After the technician called, the service stopped working almost immediately to his surprise.",6,working,working,7,2.4671359062194824,3.5593247371019463,2.4671359062194824,3.5593247371019463
91,7,NPZ_UAMB,7,7,unambiguous,"After the technician called, the service stopped working almost immediately to his surprise.",6,almost,almost,8,8.478320121765137,12.231630394739675,8.478320121765137,12.231630394739675
92,7,MVRR_UAMB,6,8,unambiguous,The technician who was refused the service stopped working almost immediately after the argument.,7,stopped,stopped,7,8.516741752624512,12.287061091043363,8.516741752624512,12.287061091043363
92,7,MVRR_UAMB,6,8,unambiguous,The technician who was refused the service stopped working almost immediately after the argument.,7,working,working,8,2.140817642211914,3.0885469958667318,2.140817642211914,3.0885469958667318
92,7,MVRR_UAMB,6,8,unambiguous,The technician who was refused the service stopped working almost immediately after the argument.,7,almost,almost,9,8.339661598205566,12.031588430423298,8.339661598205566,12.031588430423298
93,8,NPS_UAMB,6,7,unambiguous,The mechanic observed that the truck needed several more hours to be repaired.,6,needed,needed,6,6.698265075683594,9.663553807248459,6.698265075683594,9.663553807248459
93,8,NPS_UAMB,6,7,unambiguous,The mechanic observed that the truck needed several more hours to be repaired.,6,several,several,7,5.1443257331848145,7.421693223983213,5.1443257331848145,7.421693223983213
93,8,NPS_UAMB,6,7,unambiguous,The mechanic observed that the truck needed several more hours to be repaired.,6,more,more,8,2.6078882217407227,3.762387404698078,2.6078882217407227,3.762387404698078
94,8,NPZ_UAMB,7,7,unambiguous,"Because the mechanic stopped, the truck needed several more hours before it could be fully repaired.",6,needed,needed,6,6.834364414215088,9.859903648016113,6.834364414215088,9.859903648016113
94,8,NPZ_UAMB,7,7,unambiguous,"Because the mechanic stopped, the truck needed several more hours before it could be fully repaired.",6,several,several,7,6.331014633178711,9.133723415082386,6.331014633178711,9.133723415082386
94,8,NPZ_UAMB,7,7,unambiguous,"Because the mechanic stopped, the truck needed several more hours before it could be fully repaired.",6,more,more,8,1.5843617916107178,2.285750899730736,1.5843617916107178,2.285750899730736
95,8,MVRR_UAMB,6,8,unambiguous,The mechanic who was brought the truck needed several more hours to fully repair it.,7,needed,needed,7,7.717368125915527,11.133808723972885,7.717368125915527,11.133808723972885
95,8,MVRR_UAMB,6,8,unambiguous,The mechanic who was brought the truck needed several more hours to fully repair it.,7,several,several,8,5.326258182525635,7.684166266423997,5.326258182525635,7.684166266423997
95,8,MVRR_UAMB,6,8,unambiguous,The mechanic who was brought the truck needed several more hours to fully repair it.,7,more,more,9,2.9350695610046387,4.234410300325539,2.9350695610046387,4.234410300325539
96,9,NPS_UAMB,6,7,unambiguous,The guitarist knew that the song failed dramatically because of the tensions within the band.,6,failed,failed,6,9.378819465637207,13.530776332467676,9.378819465637207,13.530776332467676
96,9,NPS_UAMB,6,7,unambiguous,The guitarist knew that the song failed dramatically because of the tensions within the band.,6,dramatically,dramatically,7,10.915349960327148,15.74752125733152,10.915349960327148,15.74752125733152
96,9,NPS_UAMB,6,7,unambiguous,The guitarist knew that the song failed dramatically because of the tensions within the band.,6,because,because,8,2.8210883140563965,4.06997012059897,2.8210883140563965,4.06997012059897
97,9,NPZ_UAMB,7,7,unambiguous,"After the guitarist began, the song failed dramatically because he skipped the sound check.",6,failed,failed,6,6.737274169921875,9.719832034055596,6.737274169921875,9.719832034055596
97,9,NPZ_UAMB,7,7,unambiguous,"After the guitarist began, the song failed dramatically because he skipped the sound check.",6,dramatically,dramatically,7,9.305864334106445,13.425524326000845,9.305864334106445,13.425524326000845
97,9,NPZ_UAMB,7,7,unambiguous,"After the guitarist began, the song failed dramatically because he skipped the sound check.",6,because,because,8,5.021463871002197,7.244441024697967,5.021463871002197,7.244441024697967
98,9,MVRR_UAMB,6,8,unambiguous,The guitarist who was assigned the song failed dramatically because he never practiced enough.,7,failed,failed,7,10.425542831420898,15.040878941466413,10.425542831420898,15.040878941466413
