,item,condition,disambPositionAmb,disambPositionUnamb,ambiguity,Sentence,disambPosition_0idx,token,word,word_pos,sum_surprisal,mean_surprisal
60,21,NPS_UAMB,6,7,ambiguous,The dancer knew the ballet achieved incredible success for a small local production.,5,success,success,7,7.320789337158203,7.320789337158203
61,21,NPZ_UAMB,7,7,ambiguous,Once the dancer began the ballet achieved incredible success for a show with a new performer.,6,achieved,achieved,6,11.093772888183594,11.093772888183594
61,21,NPZ_UAMB,7,7,ambiguous,Once the dancer began the ballet achieved incredible success for a show with a new performer.,6,incredible,incredible,7,13.794506072998047,13.794506072998047
61,21,NPZ_UAMB,7,7,ambiguous,Once the dancer began the ballet achieved incredible success for a show with a new performer.,6,success,success,8,7.074298858642578,7.074298858642578
62,21,MVRR_UAMB,6,8,ambiguous,The dancer assigned the ballet achieved incredible success for a new performer.,5,achieved,achieved,5,10.646507263183594,10.646507263183594
62,21,MVRR_UAMB,6,8,ambiguous,The dancer assigned the ballet achieved incredible success for a new performer.,5,incredible,incredible,6,12.747230529785156,12.747230529785156
62,21,MVRR_UAMB,6,8,ambiguous,The dancer assigned the ballet achieved incredible success for a new performer.,5,success,success,7,6.937431335449219,6.937431335449219
63,22,NPS_UAMB,6,7,ambiguous,The contestant revealed the money became unavailable to him when the show's budget shrank.,5,became,became,5,14.651870727539062,14.651870727539062
63,22,NPS_UAMB,6,7,ambiguous,The contestant revealed the money became unavailable to him when the show's budget shrank.,5,unavailable,unavailable,6,10.14480209350586,10.14480209350586
63,22,NPS_UAMB,6,7,ambiguous,The contestant revealed the money became unavailable to him when the show's budget shrank.,5,to,to,7,3.3528175354003906,3.3528175354003906
64,22,NPZ_UAMB,7,7,ambiguous,After the contestant lost the money became unavailable despite his previous three wins in a row.,6,became,became,6,10.166515350341797,10.166515350341797
64,22,NPZ_UAMB,7,7,ambiguous,After the contestant lost the money became unavailable despite his previous three wins in a row.,6,unavailable,unavailable,7,9.287403106689453,9.287403106689453
64,22,NPZ_UAMB,7,7,ambiguous,After the contestant lost the money became unavailable despite his previous three wins in a row.,6,despite,despite,8,7.665260314941406,7.665260314941406
65,22,MVRR_UAMB,6,8,ambiguous,The contestant paid the money became unavailable and suddenly terminated his contract.,5,became,became,5,14.083976745605469,14.083976745605469
65,22,MVRR_UAMB,6,8,ambiguous,The contestant paid the money became unavailable and suddenly terminated his contract.,5,unavailable,unavailable,6,10.077442169189453,10.077442169189453
65,22,MVRR_UAMB,6,8,ambiguous,The contestant paid the money became unavailable and suddenly terminated his contract.,5,and,and,7,4.349506378173828,4.349506378173828
66,23,NPS_UAMB,7,8,ambiguous,The new chef claimed the restaurant separated mediocre cooks from gifted ones.,6,separated,separated,6,13.906848907470703,13.906848907470703
66,23,NPS_UAMB,7,8,ambiguous,The new chef claimed the restaurant separated mediocre cooks from gifted ones.,6,mediocre,mediocre,7,15.858444213867188,15.858444213867188
66,23,NPS_UAMB,7,8,ambiguous,The new chef claimed the restaurant separated mediocre cooks from gifted ones.,6,<unks>,cooks,8,4.2049407958984375,4.2049407958984375
67,23,NPZ_UAMB,8,8,ambiguous,Once the new chef started the restaurant separated mediocre cooks from gifted ones.,7,separated,separated,7,15.428165435791016,15.428165435791016
67,23,NPZ_UAMB,8,8,ambiguous,Once the new chef started the restaurant separated mediocre cooks from gifted ones.,7,mediocre,mediocre,8,16.54869842529297,16.54869842529297
67,23,NPZ_UAMB,8,8,ambiguous,Once the new chef started the restaurant separated mediocre cooks from gifted ones.,7,<unks>,cooks,9,4.930908203125,4.930908203125
68,23,MVRR_UAMB,7,9,ambiguous,The new chef offered the restaurant separated mediocre cooks from gifted ones.,6,separated,separated,6,15.694751739501953,15.694751739501953
68,23,MVRR_UAMB,7,9,ambiguous,The new chef offered the restaurant separated mediocre cooks from gifted ones.,6,mediocre,mediocre,7,16.485057830810547,16.485057830810547
68,23,MVRR_UAMB,7,9,ambiguous,The new chef offered the restaurant separated mediocre cooks from gifted ones.,6,<unks>,cooks,8,3.4219131469726562,3.4219131469726562
69,24,NPS_UAMB,7,8,ambiguous,The apprentice baker discovered the oven produced smaller cakes because it heated too fast.,6,produced,produced,6,9.173429489135742,9.173429489135742
69,24,NPS_UAMB,7,8,ambiguous,The apprentice baker discovered the oven produced smaller cakes because it heated too fast.,6,smaller,smaller,7,11.123554229736328,11.123554229736328
69,24,NPS_UAMB,7,8,ambiguous,The apprentice baker discovered the oven produced smaller cakes because it heated too fast.,6,<unks>,cakes,8,3.671375274658203,3.671375274658203
70,24,NPZ_UAMB,8,8,ambiguous,When the apprentice baker worked the oven produced smaller cakes because he lacked experience.,7,produced,produced,7,9.038665771484375,9.038665771484375
70,24,NPZ_UAMB,8,8,ambiguous,When the apprentice baker worked the oven produced smaller cakes because he lacked experience.,7,smaller,smaller,8,10.509330749511719,10.509330749511719
70,24,NPZ_UAMB,8,8,ambiguous,When the apprentice baker worked the oven produced smaller cakes because he lacked experience.,7,<unks>,cakes,9,3.3408164978027344,3.3408164978027344
71,24,MVRR_UAMB,7,9,ambiguous,The apprentice baker assigned the oven produced smaller cakes because he lacked experience.,6,produced,produced,6,9.080513000488281,9.080513000488281
71,24,MVRR_UAMB,7,9,ambiguous,The apprentice baker assigned the oven produced smaller cakes because he lacked experience.,6,smaller,smaller,7,9.064544677734375,9.064544677734375
71,24,MVRR_UAMB,7,9,ambiguous,The apprentice baker assigned the oven produced smaller cakes because he lacked experience.,6,<unks>,cakes,8,3.7704391479492188,3.7704391479492188
72,1,NPS_UAMB,6,7,unambiguous,The suspect showed that the file deserved further investigation during the murder trial.,6,<unked>,deserved,6,6.820812225341797,6.820812225341797
72,1,NPS_UAMB,6,7,unambiguous,The suspect showed that the file deserved further investigation during the murder trial.,6,further,further,7,6.299999237060547,6.299999237060547
72,1,NPS_UAMB,6,7,unambiguous,The suspect showed that the file deserved further investigation during the murder trial.,6,investigation,investigation,8,10.39126968383789,10.39126968383789
73,1,NPZ_UAMB,7,7,unambiguous,"Because the suspect changed, the file deserved further investigation during the jury discussions.",6,<unked>,deserved,6,6.086711883544922,6.086711883544922
73,1,NPZ_UAMB,7,7,unambiguous,"Because the suspect changed, the file deserved further investigation during the jury discussions.",6,further,further,7,6.051963806152344,6.051963806152344
73,1,NPZ_UAMB,7,7,unambiguous,"Because the suspect changed, the file deserved further investigation during the jury discussions.",6,investigation,investigation,8,10.874603271484375,10.874603271484375
74,1,MVRR_UAMB,6,8,unambiguous,The suspect who was sent the file deserved further investigation given the new evidence.,7,<unked>,deserved,7,7.381523132324219,7.381523132324219
74,1,MVRR_UAMB,6,8,unambiguous,The suspect who was sent the file deserved further investigation given the new evidence.,7,further,further,8,8.864402770996094,8.864402770996094
74,1,MVRR_UAMB,6,8,unambiguous,The suspect who was sent the file deserved further investigation given the new evidence.,7,investigation,investigation,9,9.81939697265625,9.81939697265625
75,2,NPS_UAMB,7,8,unambiguous,The corrupt politician mentioned that the bill received unwelcome attention from southern voters.,7,received,received,7,9.227344512939453,9.227344512939453
75,2,NPS_UAMB,7,8,unambiguous,The corrupt politician mentioned that the bill received unwelcome attention from southern voters.,7,unwelcome,unwelcome,8,10.889034271240234,10.889034271240234
75,2,NPS_UAMB,7,8,unambiguous,The corrupt politician mentioned that the bill received unwelcome attention from southern voters.,7,attention,attention,9,6.684043884277344,6.684043884277344
76,2,NPZ_UAMB,8,8,unambiguous,"After the corrupt politician signed, the bill received unwelcome attention from southern voters.",7,received,received,7,7.9952545166015625,7.9952545166015625
76,2,NPZ_UAMB,8,8,unambiguous,"After the corrupt politician signed, the bill received unwelcome attention from southern voters.",7,unwelcome,unwelcome,8,11.06466293334961,11.06466293334961
76,2,NPZ_UAMB,8,8,unambiguous,"After the corrupt politician signed, the bill received unwelcome attention from southern voters.",7,attention,attention,9,6.526130676269531,6.526130676269531
77,2,MVRR_UAMB,7,9,unambiguous,The corrupt politician who was handed the bill received unwelcome attention from southern voters.,8,received,received,8,8.696052551269531,8.696052551269531
77,2,MVRR_UAMB,7,9,unambiguous,The corrupt politician who was handed the bill received unwelcome attention from southern voters.,8,unwelcome,unwelcome,9,13.066650390625,13.066650390625
77,2,MVRR_UAMB,7,9,unambiguous,The corrupt politician who was handed the bill received unwelcome attention from southern voters.,8,attention,attention,10,6.809761047363281,6.809761047363281
78,3,NPS_UAMB,6,7,unambiguous,The woman maintained that the mail disappeared mysteriously from her front porch.,6,disappeared,disappeared,6,10.45335578918457,10.45335578918457
78,3,NPS_UAMB,6,7,unambiguous,The woman maintained that the mail disappeared mysteriously from her front porch.,6,mysteriously,mysteriously,7,14.205406188964844,14.205406188964844
78,3,NPS_UAMB,6,7,unambiguous,The woman maintained that the mail disappeared mysteriously from her front porch.,6,from,from,8,2.792308807373047,2.792308807373047
79,3,NPZ_UAMB,7,7,unambiguous,"After the woman moved, the mail disappeared mysteriously from the delivery system.",6,disappeared,disappeared,6,11.185737609863281,11.185737609863281
79,3,NPZ_UAMB,7,7,unambiguous,"After the woman moved, the mail disappeared mysteriously from the delivery system.",6,mysteriously,mysteriously,7,13.886165618896484,13.886165618896484
79,3,NPZ_UAMB,7,7,unambiguous,"After the woman moved, the mail disappeared mysteriously from the delivery system.",6,from,from,8,3.2110595703125,3.2110595703125
80,3,MVRR_UAMB,6,8,unambiguous,The woman who was brought the mail disappeared mysteriously after reading the bad news in it.,7,disappeared,disappeared,7,12.953765869140625,12.953765869140625
80,3,MVRR_UAMB,6,8,unambiguous,The woman who was brought the mail disappeared mysteriously after reading the bad news in it.,7,mysteriously,mysteriously,8,12.92569351196289,12.92569351196289
80,3,MVRR_UAMB,6,8,unambiguous,The woman who was brought the mail disappeared mysteriously after reading the bad news in it.,7,after,after,9,4.0975189208984375,4.0975189208984375
81,4,NPS_UAMB,6,7,unambiguous,The boy found that the chicken stayed surprisingly happy in the new barn.,6,stayed,stayed,6,10.49361801147461,10.49361801147461
81,4,NPS_UAMB,6,7,unambiguous,The boy found that the chicken stayed surprisingly happy in the new barn.,6,surprisingly,surprisingly,7,8.563297271728516,8.563297271728516
81,4,NPS_UAMB,6,7,unambiguous,The boy found that the chicken stayed surprisingly happy in the new barn.,6,happy,happy,8,7.543281555175781,7.543281555175781
82,4,NPZ_UAMB,7,7,unambiguous,"Although the boy attacked, the chicken stayed surprisingly happy as if nothing happened.",6,stayed,stayed,6,10.287223815917969,10.287223815917969
82,4,NPZ_UAMB,7,7,unambiguous,"Although the boy attacked, the chicken stayed surprisingly happy as if nothing happened.",6,surprisingly,surprisingly,7,8.362739562988281,8.362739562988281
82,4,NPZ_UAMB,7,7,unambiguous,"Although the boy attacked, the chicken stayed surprisingly happy as if nothing happened.",6,happy,happy,8,8.052932739257812,8.052932739257812
83,4,MVRR_UAMB,6,8,unambiguous,The boy who was fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,7,stayed,stayed,7,10.788394927978516,10.788394927978516
83,4,MVRR_UAMB,6,8,unambiguous,The boy who was fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,7,surprisingly,surprisingly,8,10.540031433105469,10.540031433105469
83,4,MVRR_UAMB,6,8,unambiguous,The boy who was fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,7,happy,happy,9,8.114265441894531,8.114265441894531
84,5,NPS_UAMB,7,8,unambiguous,The new doctor demonstrated that the operation appeared increasingly likely to succeed.,7,appeared,appeared,7,8.339481353759766,8.339481353759766
84,5,NPS_UAMB,7,8,unambiguous,The new doctor demonstrated that the operation appeared increasingly likely to succeed.,7,increasingly,increasingly,8,9.3314208984375,9.3314208984375
84,5,NPS_UAMB,7,8,unambiguous,The new doctor demonstrated that the operation appeared increasingly likely to succeed.,7,likely,likely,9,5.001987457275391,5.001987457275391
85,5,NPZ_UAMB,8,8,unambiguous,"After the new doctor left, the operation appeared increasingly likely to succeed.",7,appeared,appeared,7,6.727588653564453,6.727588653564453
85,5,NPZ_UAMB,8,8,unambiguous,"After the new doctor left, the operation appeared increasingly likely to succeed.",7,increasingly,increasingly,8,9.099727630615234,9.099727630615234
85,5,NPZ_UAMB,8,8,unambiguous,"After the new doctor left, the operation appeared increasingly likely to succeed.",7,likely,likely,9,5.558689117431641,5.558689117431641
86,5,MVRR_UAMB,7,9,unambiguous,The new doctor who was offered the operation appeared increasingly likely to succeed in her career.,8,appeared,appeared,8,9.122482299804688,9.122482299804688
86,5,MVRR_UAMB,7,9,unambiguous,The new doctor who was offered the operation appeared increasingly likely to succeed in her career.,8,increasingly,increasingly,9,10.132980346679688,10.132980346679688
86,5,MVRR_UAMB,7,9,unambiguous,The new doctor who was offered the operation appeared increasingly likely to succeed in her career.,8,likely,likely,10,5.429924011230469,5.429924011230469
87,6,NPS_UAMB,6,7,unambiguous,The professor noticed that the grant gained more attention from marine biologists.,6,gained,gained,6,9.952392578125,9.952392578125
87,6,NPS_UAMB,6,7,unambiguous,The professor noticed that the grant gained more attention from marine biologists.,6,more,more,7,4.018573760986328,4.018573760986328
87,6,NPS_UAMB,6,7,unambiguous,The professor noticed that the grant gained more attention from marine biologists.,6,attention,attention,8,6.8596649169921875,6.8596649169921875
88,6,NPZ_UAMB,7,7,unambiguous,"After the professor read, the grant gained more attention due to her excellent description.",6,gained,gained,6,9.049468994140625,9.049468994140625
88,6,NPZ_UAMB,7,7,unambiguous,"After the professor read, the grant gained more attention due to her excellent description.",6,more,more,7,4.141975402832031,4.141975402832031
88,6,NPZ_UAMB,7,7,unambiguous,"After the professor read, the grant gained more attention due to her excellent description.",6,attention,attention,8,6.999973297119141,6.999973297119141
89,6,MVRR_UAMB,6,8,unambiguous,The professor who was awarded the grant gained more attention from marine biologists.,7,gained,gained,7,10.49847412109375,10.49847412109375
89,6,MVRR_UAMB,6,8,unambiguous,The professor who was awarded the grant gained more attention from marine biologists.,7,more,more,8,5.165840148925781,5.165840148925781
89,6,MVRR_UAMB,6,8,unambiguous,The professor who was awarded the grant gained more attention from marine biologists.,7,attention,attention,9,6.77325439453125,6.77325439453125
90,7,NPS_UAMB,6,7,unambiguous,The technician reported that the service stopped working almost immediately after the storm started.,6,stopped,stopped,6,8.964279174804688,8.964279174804688
90,7,NPS_UAMB,6,7,unambiguous,The technician reported that the service stopped working almost immediately after the storm started.,6,working,working,7,9.923545837402344,9.923545837402344
90,7,NPS_UAMB,6,7,unambiguous,The technician reported that the service stopped working almost immediately after the storm started.,6,almost,almost,8,7.979896545410156,7.979896545410156
91,7,NPZ_UAMB,7,7,unambiguous,"After the technician called, the service stopped working almost immediately to his surprise.",6,stopped,stopped,6,8.8472900390625,8.8472900390625
91,7,NPZ_UAMB,7,7,unambiguous,"After the technician called, the service stopped working almost immediately to his surprise.",6,working,working,7,9.660041809082031,9.660041809082031
91,7,NPZ_UAMB,7,7,unambiguous,"After the technician called, the service stopped working almost immediately to his surprise.",6,almost,almost,8,8.029518127441406,8.029518127441406
92,7,MVRR_UAMB,6,8,unambiguous,The technician who was refused the service stopped working almost immediately after the argument.,7,stopped,stopped,7,8.879692077636719,8.879692077636719
92,7,MVRR_UAMB,6,8,unambiguous,The technician who was refused the service stopped working almost immediately after the argument.,7,working,working,8,9.916690826416016,9.916690826416016
92,7,MVRR_UAMB,6,8,unambiguous,The technician who was refused the service stopped working almost immediately after the argument.,7,almost,almost,9,8.054183959960938,8.054183959960938
93,8,NPS_UAMB,6,7,unambiguous,The mechanic observed that the truck needed several more hours to be repaired.,6,needed,needed,6,8.16234016418457,8.16234016418457
93,8,NPS_UAMB,6,7,unambiguous,The mechanic observed that the truck needed several more hours to be repaired.,6,several,several,7,8.70834732055664,8.70834732055664
93,8,NPS_UAMB,6,7,unambiguous,The mechanic observed that the truck needed several more hours to be repaired.,6,more,more,8,4.421291351318359,4.421291351318359
94,8,NPZ_UAMB,7,7,unambiguous,"Because the mechanic stopped, the truck needed several more hours before it could be fully repaired.",6,needed,needed,6,8.747718811035156,8.747718811035156
94,8,NPZ_UAMB,7,7,unambiguous,"Because the mechanic stopped, the truck needed several more hours before it could be fully repaired.",6,several,several,7,8.483413696289062,8.483413696289062
94,8,NPZ_UAMB,7,7,unambiguous,"Because the mechanic stopped, the truck needed several more hours before it could be fully repaired.",6,more,more,8,4.245777130126953,4.245777130126953
95,8,MVRR_UAMB,6,8,unambiguous,The mechanic who was brought the truck needed several more hours to fully repair it.,7,needed,needed,7,9.064720153808594,9.064720153808594
95,8,MVRR_UAMB,6,8,unambiguous,The mechanic who was brought the truck needed several more hours to fully repair it.,7,several,several,8,8.439102172851562,8.439102172851562
95,8,MVRR_UAMB,6,8,unambiguous,The mechanic who was brought the truck needed several more hours to fully repair it.,7,more,more,9,4.718986511230469,4.718986511230469
96,9,NPS_UAMB,6,7,unambiguous,The guitarist knew that the song failed dramatically because of the tensions within the band.,6,failed,failed,6,7.112783432006836,7.112783432006836
96,9,NPS_UAMB,6,7,unambiguous,The guitarist knew that the song failed dramatically because of the tensions within the band.,6,dramatically,dramatically,7,14.492137908935547,14.492137908935547
96,9,NPS_UAMB,6,7,unambiguous,The guitarist knew that the song failed dramatically because of the tensions within the band.,6,because,because,8,4.222110748291016,4.222110748291016
97,9,NPZ_UAMB,7,7,unambiguous,"After the guitarist began, the song failed dramatically because he skipped the sound check.",6,failed,failed,6,6.751319885253906,6.751319885253906
97,9,NPZ_UAMB,7,7,unambiguous,"After the guitarist began, the song failed dramatically because he skipped the sound check.",6,dramatically,dramatically,7,15.194286346435547,15.194286346435547
97,9,NPZ_UAMB,7,7,unambiguous,"After the guitarist began, the song failed dramatically because he skipped the sound check.",6,because,because,8,4.465885162353516,4.465885162353516
98,9,MVRR_UAMB,6,8,unambiguous,The guitarist who was assigned the song failed dramatically because he never practiced enough.,7,failed,failed,7,7.661632537841797,7.661632537841797
98,9,MVRR_UAMB,6,8,unambiguous,The guitarist who was assigned the song failed dramatically because he never practiced enough.,7,dramatically,dramatically,8,16.57577133178711,16.57577133178711
98,9,MVRR_UAMB,6,8,unambiguous,The guitarist who was assigned the song failed dramatically because he never practiced enough.,7,because,because,9,4.847381591796875,4.847381591796875
99,10,NPS_UAMB,6,7,unambiguous,The player revealed that the bonus remained essentially the same as in the original contract.,6,remained,remained,6,7.51580810546875,7.51580810546875
99,10,NPS_UAMB,6,7,unambiguous,The player revealed that the bonus remained essentially the same as in the original contract.,6,essentially,essentially,7,7.335758209228516,7.335758209228516
99,10,NPS_UAMB,6,7,unambiguous,The player revealed that the bonus remained essentially the same as in the original contract.,6,the,the,8,3.2640151977539062,3.2640151977539062
100,10,NPZ_UAMB,7,7,unambiguous,"Although the player lost, the bonus remained essentially the same as in the original contract.",6,remained,remained,6,6.517784118652344,6.517784118652344
100,10,NPZ_UAMB,7,7,unambiguous,"Although the player lost, the bonus remained essentially the same as in the original contract.",6,essentially,essentially,7,7.194759368896484,7.194759368896484
100,10,NPZ_UAMB,7,7,unambiguous,"Although the player lost, the bonus remained essentially the same as in the original contract.",6,the,the,8,3.001209259033203,3.001209259033203
101,10,MVRR_UAMB,6,8,unambiguous,The player who was paid the bonus remained essentially the same despite his sudden fame and wealth.,7,remained,remained,7,9.51589584350586,9.51589584350586
101,10,MVRR_UAMB,6,8,unambiguous,The player who was paid the bonus remained essentially the same despite his sudden fame and wealth.,7,essentially,essentially,8,7.838348388671875,7.838348388671875
101,10,MVRR_UAMB,6,8,unambiguous,The player who was paid the bonus remained essentially the same despite his sudden fame and wealth.,7,the,the,9,2.3825225830078125,2.3825225830078125
102,11,NPS_UAMB,7,8,unambiguous,The recent hire claimed that the job prepared many students for careers in media.,7,prepared,prepared,7,10.116485595703125,10.116485595703125
102,11,NPS_UAMB,7,8,unambiguous,The recent hire claimed that the job prepared many students for careers in media.,7,many,many,8,8.148822784423828,8.148822784423828
102,11,NPS_UAMB,7,8,unambiguous,The recent hire claimed that the job prepared many students for careers in media.,7,students,students,9,5.97808837890625,5.97808837890625
103,11,NPZ_UAMB,8,8,unambiguous,"Once the recent hire started, the job prepared many students for careers in media.",7,prepared,prepared,7,11.317150115966797,11.317150115966797
103,11,NPZ_UAMB,8,8,unambiguous,"Once the recent hire started, the job prepared many students for careers in media.",7,many,many,8,7.636604309082031,7.636604309082031
103,11,NPZ_UAMB,8,8,unambiguous,"Once the recent hire started, the job prepared many students for careers in media.",7,students,students,9,6.032722473144531,6.032722473144531
104,11,MVRR_UAMB,7,9,unambiguous,The recent hire who was offered the job prepared many students for careers in media.,8,prepared,prepared,8,11.047988891601562,11.047988891601562
104,11,MVRR_UAMB,7,9,unambiguous,The recent hire who was offered the job prepared many students for careers in media.,8,many,many,9,7.3429412841796875,7.3429412841796875
104,11,MVRR_UAMB,7,9,unambiguous,The recent hire who was offered the job prepared many students for careers in media.,8,students,students,10,5.780677795410156,5.780677795410156
105,12,NPS_UAMB,7,8,unambiguous,The assistant manager discovered that the training seemed unnecessarily demanding for new staff.,7,seemed,seemed,7,10.468833923339844,10.468833923339844
105,12,NPS_UAMB,7,8,unambiguous,The assistant manager discovered that the training seemed unnecessarily demanding for new staff.,7,unnecessarily,unnecessarily,8,11.428581237792969,11.428581237792969
105,12,NPS_UAMB,7,8,unambiguous,The assistant manager discovered that the training seemed unnecessarily demanding for new staff.,7,demanding,demanding,9,11.021575927734375,11.021575927734375
106,12,NPZ_UAMB,8,8,unambiguous,"While the assistant manager worked, the training seemed unnecessarily demanding to him.",7,seemed,seemed,7,8.606197357177734,8.606197357177734
106,12,NPZ_UAMB,8,8,unambiguous,"While the assistant manager worked, the training seemed unnecessarily demanding to him.",7,unnecessarily,unnecessarily,8,10.738475799560547,10.738475799560547
106,12,NPZ_UAMB,8,8,unambiguous,"While the assistant manager worked, the training seemed unnecessarily demanding to him.",7,demanding,demanding,9,11.147010803222656,11.147010803222656
107,12,MVRR_UAMB,7,9,unambiguous,The assistant manager who was assigned the training seemed unnecessarily demanding to new staff.,8,seemed,seemed,8,10.781627655029297,10.781627655029297
107,12,MVRR_UAMB,7,9,unambiguous,The assistant manager who was assigned the training seemed unnecessarily demanding to new staff.,8,unnecessarily,unnecessarily,9,10.535438537597656,10.535438537597656
107,12,MVRR_UAMB,7,9,unambiguous,The assistant manager who was assigned the training seemed unnecessarily demanding to new staff.,8,demanding,demanding,10,9.481582641601562,9.481582641601562
108,13,NPS_UAMB,6,7,unambiguous,The mayor showed that the document provided sufficient evidence to prove her innocence.,6,provided,provided,6,7.348476409912109,7.348476409912109
108,13,NPS_UAMB,6,7,unambiguous,The mayor showed that the document provided sufficient evidence to prove her innocence.,6,sufficient,sufficient,7,8.469108581542969,8.469108581542969
108,13,NPS_UAMB,6,7,unambiguous,The mayor showed that the document provided sufficient evidence to prove her innocence.,6,evidence,evidence,8,5.228839874267578,5.228839874267578
109,13,NPZ_UAMB,7,7,unambiguous,"Although the mayor changed, the document provided sufficient evidence for what he had promised.",6,provided,provided,6,7.570125579833984,7.570125579833984
109,13,NPZ_UAMB,7,7,unambiguous,"Although the mayor changed, the document provided sufficient evidence for what he had promised.",6,sufficient,sufficient,7,8.134506225585938,8.134506225585938
109,13,NPZ_UAMB,7,7,unambiguous,"Although the mayor changed, the document provided sufficient evidence for what he had promised.",6,evidence,evidence,8,5.39752197265625,5.39752197265625
110,13,MVRR_UAMB,6,8,unambiguous,The mayor who was sent the document provided sufficient evidence that it was simply blackmail.,7,provided,provided,7,9.629619598388672,9.629619598388672
110,13,MVRR_UAMB,6,8,unambiguous,The mayor who was sent the document provided sufficient evidence that it was simply blackmail.,7,sufficient,sufficient,8,11.130260467529297,11.130260467529297
110,13,MVRR_UAMB,6,8,unambiguous,The mayor who was sent the document provided sufficient evidence that it was simply blackmail.,7,evidence,evidence,9,5.969932556152344,5.969932556152344
111,14,NPS_UAMB,7,8,unambiguous,The basketball player mentioned that the contract created another controversy in the NBA.,7,created,created,7,7.522533416748047,7.522533416748047
111,14,NPS_UAMB,7,8,unambiguous,The basketball player mentioned that the contract created another controversy in the NBA.,7,another,another,8,6.467144012451172,6.467144012451172
111,14,NPS_UAMB,7,8,unambiguous,The basketball player mentioned that the contract created another controversy in the NBA.,7,controversy,controversy,9,7.493091583251953,7.493091583251953
112,14,NPZ_UAMB,8,8,unambiguous,"After the basketball player signed, the contract created another political controversy in the NBA.",7,created,created,7,8.030586242675781,8.030586242675781
112,14,NPZ_UAMB,8,8,unambiguous,"After the basketball player signed, the contract created another political controversy in the NBA.",7,another,another,8,6.755207061767578,6.755207061767578
112,14,NPZ_UAMB,8,8,unambiguous,"After the basketball player signed, the contract created another political controversy in the NBA.",7,political,political,9,6.782176971435547,6.782176971435547
113,14,MVRR_UAMB,7,9,unambiguous,The basketball player who was handed the contract created another controversy in the NBA.,8,created,created,8,8.93203353881836,8.93203353881836
113,14,MVRR_UAMB,7,9,unambiguous,The basketball player who was handed the contract created another controversy in the NBA.,8,another,another,9,6.196815490722656,6.196815490722656
113,14,MVRR_UAMB,7,9,unambiguous,The basketball player who was handed the contract created another controversy in the NBA.,8,controversy,controversy,10,7.628143310546875,7.628143310546875
114,15,NPS_UAMB,6,7,unambiguous,The engineer maintained that the equipment required constant supervision from senior technicians.,6,required,required,6,7.463672637939453,7.463672637939453
114,15,NPS_UAMB,6,7,unambiguous,The engineer maintained that the equipment required constant supervision from senior technicians.,6,constant,constant,7,11.658554077148438,11.658554077148438
114,15,NPS_UAMB,6,7,unambiguous,The engineer maintained that the equipment required constant supervision from senior technicians.,6,supervision,supervision,8,9.169246673583984,9.169246673583984
115,15,NPZ_UAMB,7,7,unambiguous,"After the engineer moved, the equipment required constant supervision from senior technicians.",6,required,required,6,8.001945495605469,8.001945495605469
115,15,NPZ_UAMB,7,7,unambiguous,"After the engineer moved, the equipment required constant supervision from senior technicians.",6,constant,constant,7,12.189472198486328,12.189472198486328
115,15,NPZ_UAMB,7,7,unambiguous,"After the engineer moved, the equipment required constant supervision from senior technicians.",6,supervision,supervision,8,9.05765151977539,9.05765151977539
116,15,MVRR_UAMB,6,8,unambiguous,The engineer who was brought the equipment required constant supervision from senior technicians.,7,required,required,7,8.994171142578125,8.994171142578125
116,15,MVRR_UAMB,6,8,unambiguous,The engineer who was brought the equipment required constant supervision from senior technicians.,7,constant,constant,8,13.100482940673828,13.100482940673828
116,15,MVRR_UAMB,6,8,unambiguous,The engineer who was brought the equipment required constant supervision from senior technicians.,7,supervision,supervision,9,9.237533569335938,9.237533569335938
117,16,NPS_UAMB,7,8,unambiguous,The little girl found that the lamb remained relatively calm despite the absence of its mother.,7,remained,remained,7,8.788467407226562,8.788467407226562
117,16,NPS_UAMB,7,8,unambiguous,The little girl found that the lamb remained relatively calm despite the absence of its mother.,7,relatively,relatively,8,6.047523498535156,6.047523498535156
117,16,NPS_UAMB,7,8,unambiguous,The little girl found that the lamb remained relatively calm despite the absence of its mother.,7,calm,calm,9,10.908447265625,10.908447265625
118,16,NPZ_UAMB,8,8,unambiguous,"When the little girl attacked, the lamb remained relatively calm despite the sudden assault.",7,remained,remained,7,7.936222076416016,7.936222076416016
118,16,NPZ_UAMB,8,8,unambiguous,"When the little girl attacked, the lamb remained relatively calm despite the sudden assault.",7,relatively,relatively,8,6.055362701416016,6.055362701416016
118,16,NPZ_UAMB,8,8,unambiguous,"When the little girl attacked, the lamb remained relatively calm despite the sudden assault.",7,calm,calm,9,10.964591979980469,10.964591979980469
119,16,MVRR_UAMB,7,9,unambiguous,The little girl who was fed the lamb remained relatively calm despite having asked for beef.,8,remained,remained,8,11.470657348632812,11.470657348632812
119,16,MVRR_UAMB,7,9,unambiguous,The little girl who was fed the lamb remained relatively calm despite having asked for beef.,8,relatively,relatively,9,7.007236480712891,7.007236480712891
119,16,MVRR_UAMB,7,9,unambiguous,The little girl who was fed the lamb remained relatively calm despite having asked for beef.,8,calm,calm,10,11.154533386230469,11.154533386230469
